马太福音1:1	　亚伯拉罕的后裔，大卫的子孙，耶稣基督的家谱：
马太福音10:27	　我在暗中告诉你们的，你们要在明处说出来；你们耳中所听的，要在房上宣扬出来。
马太福音10:28	　那杀身体，不能杀灵魂的，不要怕他们；唯有能把身体和灵魂都灭在地狱里的，正要怕他。
马太福音10:29	　两个麻雀不是卖一分银子吗？若是你们的父不许，一个也不能掉在地上；
马太福音10:30	　就是你们的头发也都被数过了。
马太福音10:31	　所以，不要惧怕，你们比许多麻雀还贵重！
马太福音10:32	　凡在人面前认我的，我在我天上的父面前也必认他；
马太福音10:33	　凡在人面前不认我的，我在我天上的父面前也必不认他。
马太福音10:34	　你们不要想我来是叫地上太平；我来并不是叫地上太平，乃是叫地上动刀兵。
马太福音10:35	　因为我来是叫人与父亲生疏，女儿与母亲生疏，媳妇与婆婆生疏。
马太福音10:36	　人的仇敌就是自己家里的人。
马太福音10:37	　爱父母过于爱我的，不配作我的门徒；爱儿女过于爱我的，不配作我的门徒；
马太福音10:38	　不背着他的十字架跟从我的，也不配作我的门徒。
马太福音10:39	　得着生命的，将要失丧生命；为我失丧生命的，将要得着生命。
马太福音10:40	　人接待你们就是接待我；接待我就是接待那差我来的。
马太福音10:41	　人因为先知的名接待先知，必得先知所得的赏赐；人因为义人的名接待义人，必得义人所得的赏赐。
马太福音10:42	　无论何人，因为门徒的名，只把一杯凉水给这小子里的一个喝，我实在告诉你们，这人不能不得赏赐。
马太福音11:1	　耶稣吩咐完了十二个门徒，就离开那里，往各城去传道、教导人。
马太福音11:2	　约翰在监里听见基督所做的事，就打发两个门徒去，
马太福音11:3	　问他说：那将要来的是你吗？还是我们等候别人呢？
马太福音11:4	　耶稣回答说：你们去，把所听见、所看见的事告诉约翰。
马太福音11:5	　就是瞎子看见，瘸子行走，长大麻疯的洁净，聋子听见，死人复活，穷人有福音传给他们。
马太福音11:6	　凡不因我跌倒的，就有福了！
马太福音11:7	　他们走的时候，耶稣就对众人讲论约翰，说：你们从前出到旷野是要看什么呢？要看风吹动的芦苇吗？
马太福音11:8	　你们出去到底是要看什么？要看穿细软衣服的人吗？那穿细软衣服的人是在王宫里。
马太福音11:9	　你们出去究竟是为什么？是要看先知吗？我告诉你们，是的，他比先知大多了。
马太福音11:10	　经上记着说：我要差遣我的使者在你前面预备道路。所说的就是这个人。
马太福音11:11	　我实在告诉你们，凡妇人所生的，没有一个兴起来大过施洗约翰的；然而天国里最小的比他还大。
马太福音11:12	　从施洗约翰的时候到如今，天国都遭受暴力，凶暴者强力夺取它。
马太福音11:13	　因为众先知和律法说预言，到约翰为止。
马太福音11:14	　你们若肯领受，这人就是那应当来的以利亚。
马太福音11:15	　有耳可听的，就应当听。
马太福音11:16	　我可用什么比这世代呢？好像孩童坐在街市上招呼同伴，说：
马太福音11:17	　我们向你们吹笛，你们不跳舞；我们向你们举哀，你们不捶胸。
马太福音11:18	　约翰来了，也不吃也不喝，人就说他是被鬼附着的；
马太福音11:19	　人子来了，也吃也喝，人又说他是贪食好酒的人，是税吏和罪人的朋友。但智慧之子总以智慧为是。
马太福音11:20	　耶稣在诸城中行了许多异能，那些城的人终不悔改，就在那时候责备他们，说：
马太福音11:21	　哥拉汛哪，你有祸了！伯赛大啊，你有祸了！因为在你们中间所行的异能，若行在泰尔、西顿，他们早已披麻蒙灰悔改了。
马太福音11:22	　但我告诉你们，当审判的日子，泰尔、西顿所受的，比你们还容易受呢！
马太福音11:23	　迦百农啊，你已经升到天上，将来必坠落阴间；因为在你那里所行的异能，若行在所多玛，它还可以存到今日。
马太福音11:24	　但我告诉你们，当审判的日子，所多玛所受的，比你还容易受呢！
马太福音11:25	　那时，耶稣说：父啊，天地的主，我感谢你！因为你将这些事向聪明通达人就藏起来，向婴孩就显出来。
马太福音11:26	　父啊，是的，因为你的美意本是如此。
马太福音11:27	　一切所有的，都是我父交付我的；除了父，没有人知道子；除了子和子所愿意指示的，没有人知道父。
马太福音11:28	　凡劳苦担重担的人可以到我这里来，我就使你们得安息。
马太福音11:29	　我心里柔和谦卑，你们当负我的轭，学我的样式；这样，你们心里就必得享安息。
马太福音11:30	　因为我的轭是容易的，我的担子是轻省的。
马太福音12:1	　那时，耶稣在安息日从麦地经过。他的门徒饿了，就掐起麦穗来吃。
马太福音12:2	　法利赛人看见，就对耶稣说：看哪，你的门徒做安息日不可做的事了！
马太福音12:3	　耶稣对他们说：经上记着大卫和跟从他的人饥饿之时所做的事，你们没有念过吗？
马太福音12:4	　他怎么进了神的殿，吃了陈设饼；这饼不是他和跟从他的人可以吃的，唯独祭司才可以吃。
马太福音12:5	　再者，律法上所记的，当安息日，祭司在殿里犯了安息日还是没有罪，你们没有念过吗？
马太福音12:6	　但我告诉你们，在这里有一人比殿更大。
马太福音12:7	　我喜爱怜恤，不喜爱祭祀。你们若明白这话的意思，就不将无罪的当作有罪的了。
马太福音12:8	　因为人子是安息日的主。
马太福音12:9	　耶稣离开那地方，进了一个会堂。
马太福音12:10	　那里有一个人枯干了一只手。有人问耶稣说：安息日治病可以不可以？意思是要控告他。
马太福音12:11	　耶稣说：你们中间谁有一只羊，当安息日掉在坑里，不把它抓住，拉上来呢？
马太福音12:12	　人比羊何等贵重呢！所以，在安息日做善事是可以的。
马太福音12:13	　于是对那人说：伸出手来！他把手一伸，手就复了原，和那只手一样。
马太福音12:14	　法利赛人出去，商议怎样可以除灭耶稣。
马太福音12:15	　耶稣知道了，就离开那里。有许多人跟着他，他把其中有病的人都治好了；
马太福音12:16	　又嘱咐他们，不要给他传名。
马太福音12:17	　这是要应验先知以赛亚的话，说：
马太福音12:18	　看哪！我的仆人，我所拣选，所亲爱，心里所喜悦的，我要将我的灵赐给他；他必将公理传给外邦。
马太福音12:19	　他不争竞，不喧嚷，街上也没有人听见他的声音。
马太福音12:20	　压伤的芦苇，他不折断；将残的灯火，他不吹灭；等他施行公理，叫公理得胜。
马太福音12:21	　外邦人都要仰望他的名。
马太福音12:22	　当下，有人将一个被鬼附着，又瞎又哑的人带到耶稣那里，耶稣就医治他，甚至那哑巴又能说话，又能看见。
马太福音12:23	　众人都惊奇，说：这不是大卫的子孙吗？
马太福音12:24	　但法利赛人听见，就说：这个人赶鬼，无非是靠着鬼王别西卜啊。
马太福音12:25	　耶稣知道他们的意念，就对他们说：凡一国自相纷争，就成为荒场；一城一家自相纷争，必站立不住；
马太福音12:26	　若撒但赶逐撒但，就是自相纷争，他的国怎能站得住呢？
马太福音12:27	　我若靠着别西卜赶鬼，你们的子弟赶鬼又靠着谁呢？这样，他们就要断定你们的是非。
马太福音12:28	　我若靠着神的灵赶鬼，这就是神的国临到你们了。
马太福音12:29	　人怎能进壮士家里，抢夺他的家具呢？除非先捆住那壮士，才可以抢夺他的家财。
马太福音12:30	　不与我相合的，就是敌我的；不同我收聚的，就是分散的。
马太福音12:31	　所以我告诉你们，人一切的罪和亵渎的话都可得赦免，唯独亵渎圣灵，总不得赦免。
马太福音12:32	　凡说话干犯人子的，还可得赦免；唯独说话干犯圣灵的，今世来世总不得赦免。
马太福音12:33	　你们或以为树好，果子也好；树坏，果子也坏；因为看果子就可以知道树。
马太福音12:34	　毒蛇的种类！你们既是恶人，怎能说出好话来呢？因为心里所充满的，口里就说出来。
马太福音12:35	　善人从他心里所存的善就发出善来；恶人从他心里所存的恶就发出恶来。
马太福音12:36	　我又告诉你们，凡人所说的闲话，当审判的日子，必要句句供出来；
马太福音12:37	　因为要凭你的话定你为义，也要凭你的话定你有罪。
马太福音12:38	　当时，有几个文士和法利赛人对耶稣说：夫子，我们愿意你显个神迹给我们看。
马太福音12:39	　耶稣回答说：一个邪恶淫乱的世代求看神迹，除了先知约拿的神迹以外，再没有神迹给他们看。
马太福音12:40	　约拿三日三夜在大鱼肚腹中，人子也要这样三日三夜在地里头。
马太福音12:41	　当审判的时候，尼尼微人要起来定这世代的罪，因为尼尼微人听了约拿所传的就悔改了。看哪，在这里有一人比约拿更大！
马太福音12:42	　当审判的时候，南方的女王要起来定这世代的罪；因为她从地极而来，要听所罗门的智慧话。看哪，在这里有一人比所罗门更大！
马太福音12:43	　污鬼离了人身，就在无水之地过来过去，寻求安歇之处，却寻不着。
马太福音12:44	　于是说：我要回到我所出来的屋里去。到了，就看见里面空闲，打扫干净，修饰好了，
马太福音12:45	　便去另带了七个比自己更恶的鬼来，都进去住在那里。那人末后的景况比先前更不好了。这邪恶的世代也要如此。
马太福音12:46	　耶稣还对众人说话的时候，不料他母亲和他弟兄站在外边，要与他说话。
马太福音12:47	　有人告诉他说：看哪，你母亲和你弟兄站在外边，要与你说话。
马太福音12:48	　他却回答那人说：谁是我的母亲？谁是我的弟兄？
马太福音12:49	　就伸手指着门徒，说：看哪，我的母亲，我的弟兄。
马太福音12:50	　凡遵行我天父旨意的人，就是我的弟兄姊妹和母亲了。
